shot_type,confidence,bat_angle,hit_quality,face_stability,stance_bend,front_foot_stance_score,shot_accuracy,feedback_paragraph
flick,22.39571839964566,20.64269810622147,63.55532147100734,11.419165654057961,2.983284849177259,34.577289265718505,25.967415924760427,"Poor flick shot. Weak bat angle, face stability reduce shot effectiveness. Improving stance bend will add consistency."
sweep,58.01819670899631,38.943939667960755,2.1416929163838416,56.4703351060858,42.149994258738666,89.23658704546041,20.120890130321524,"Poor sweep shot. Weak bat angle, hit quality, stance bend reduce shot effectiveness."
pull,73.18633761559595,51.123142622960614,64.9586982201874,98.00457290863575,47.64450522621608,35.1665412647914,90.29838967068483,"Good pull shot. Confidence provide controlled execution. Weak stance bend, front foot stance score reduce shot effectiveness."
cover,37.659142003801605,97.9403215708412,62.07994364934296,90.04067330277611,4.355566878000139,1.2759701561266712,75.36351620356994,"Excellent cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving stance bend will add consistency."
flick,74.19279551000399,77.56091315390508,19.573239980207692,27.287402482530908,34.10715189258019,11.055456984938871,91.56829287001906,"Good flick shot. Bat angle provide controlled execution. Weak hit quality, face stability reduce shot effectiveness. Improving stance bend will add consistency."
cover,87.85188426231944,16.854878536995386,21.550270827473874,62.50196366188041,92.13233269297409,80.33138819620126,24.699663551352103,"Poor cover shot. Weak bat angle, shot accuracy reduce shot effectiveness. Improving hit quality will add consistency."
pull,57.249554209676475,12.608647258465533,24.255487767478133,87.5340221472131,91.95011236945064,83.5991557867094,42.57282136479574,"Excellent pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving bat angle will add consistency."
cover,54.232543451890244,51.072595151461854,88.95616331256778,76.37362132795133,50.34679549935361,39.12996708410227,3.55039264896968,"Good cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,78.97886642858558,79.02061998420804,18.7129241699709,39.66422800361957,72.9654330237667,46.490698366601904,87.97601899116351,"Good flick shot. Bat angle provide controlled execution. Weak hit quality, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,55.4020024407012,51.99390002769149,8.970689384574781,76.26134443288977,86.21473940957162,10.598472558574878,3.4492505555211217,"Good flick shot. Bat angle, face stability provide controlled execution. Weak hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,59.01565954830165,99.66707655145763,41.138758805684446,67.63004879735549,20.13561111885909,49.98006047602429,79.75626212491245,"Good sweep shot. Bat angle provide controlled execution. Weak hit quality, stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,35.99905092105683,73.61569219992298,41.748899240935664,43.70290136338826,76.05973262590285,85.91147781280193,14.688288045131248,"Good cut shot. Bat angle provide controlled execution. Weak confidence, hit quality reduce shot effectiveness. Improving face stability will add consistency."
sweep,10.057603487821398,15.130548355619599,45.52553514087224,37.83490339208993,50.46943659332131,31.433911718639095,12.283338535089761,"Poor sweep shot. Weak bat angle, hit quality reduce shot effectiveness. Improving face stability will add consistency."
flick,21.186166237590378,31.948247718983648,69.09481860098168,61.10546125528351,51.904938941428405,8.45388961530249,35.828731672539924,Poor flick shot. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency.
pull,78.68238826582567,32.717518631355944,67.76069192101833,14.433223554331553,38.9084514900405,77.45684367772532,55.57766156292479,"Excellent pull shot. Confidence, front foot stance score provide controlled execution. Weak stance bend reduce shot effectiveness. Improving bat angle will add consistency."
cut,23.068656619132312,28.251793551059457,4.50374562788145,93.97375025221581,68.25740594245673,60.84197318147297,14.71098001090877,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness."
cover,52.74013571305116,56.963752455033955,47.64499543885318,5.083086747294374,49.098278174974375,80.86769300148491,8.639355361431722,"Poor cover shot. Weak face stability, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
pull,8.923750612858816,41.008656778418704,15.214168537138761,43.09393481200099,90.45001428873366,18.842752992388768,29.75418040787168,"Good pull shot. Stance bend provide controlled execution. Weak confidence, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
pull,53.50957802358109,92.12055766024841,91.6417566984892,24.69929136766269,58.71315415944422,19.241870431259798,52.39113391526471,Poor pull shot. Weak front foot stance score reduce shot effectiveness. Improving face stability will add consistency.
cut,7.43771641079255,1.3060525078417484,86.12758617089943,40.896615141398854,53.411469255941626,34.46901432538929,54.0961020580007,"Good cut shot. Hit quality provide controlled execution. Weak confidence, bat angle reduce shot effectiveness. Improving face stability will add consistency."
sweep,19.687970174168935,21.791348213302264,92.20386795453692,75.5505058197434,75.45962823340078,86.82410973775342,59.19261926433048,"Excellent sweep shot. Hit quality, stance bend provide controlled execution. Weak bat angle reduce shot effectiveness. Improving confidence will add consistency."
pull,60.56714436489553,43.91966840515708,33.95215716715446,35.99387088581382,74.4470875805469,2.108170041048929,36.58816685382064,"Good pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
flick,85.80643565699299,7.882676522380672,54.33960082527742,62.81525021067294,59.06780048565824,29.263270390640162,83.99371956809577,Poor flick shot. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency.
cut,47.07582150734233,46.15020584407456,94.16907673947145,69.53297921732758,83.95894417506608,3.9723518076872466,9.815270650482367,"Good cut shot. Hit quality provide controlled execution. Weak confidence, bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,12.504382750243014,63.576444974603476,63.077403682678614,76.27777368024998,82.18428614531624,35.413527197794025,34.73513439969227,"Good sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving front foot stance score will add consistency."
pull,26.81441080701856,53.70726316037743,29.188600561288467,64.5270526733479,71.3248106963351,83.98263947293982,64.5318395527064,"Excellent pull shot. Stance bend, front foot stance score provide controlled execution. Weak confidence reduce shot effectiveness. Improving hit quality will add consistency."
cover,1.7967298494815598,94.3589232577766,9.413010710018078,58.08222123280059,55.958344148311745,29.950049056711357,76.16632218900592,"Excellent cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving front foot stance score will add consistency."
sweep,24.758225398518295,22.6000655725069,24.405745430660698,54.24403518512078,3.916547277043414,90.92444609947782,35.3267453983974,"Poor sweep shot. Weak bat angle, hit quality, stance bend reduce shot effectiveness. Improving confidence will add consistency."
pull,96.00910583262984,18.31216967827126,47.193863318795835,2.9639577140736506,47.92731152850598,17.443203578586374,85.42835320329057,"Good pull shot. Confidence provide controlled execution. Weak stance bend, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
flick,1.3079138940682689,92.78766675309734,86.96320978270984,9.876294125409768,2.0959517674269845,54.41764556837292,26.186086020773224,"Excellent flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving stance bend will add consistency."
sweep,22.836219797071788,13.005705294645908,17.224420361692584,78.75729180803529,22.06240579418749,40.878320997023444,24.633386232269995,"Poor sweep shot. Weak bat angle, hit quality, stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,94.09710177956073,75.18448923893447,99.83693207585223,30.025815583237847,90.9594942907322,43.90147318686558,61.444324582369426,"Excellent flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,62.9252395455178,26.585392106248683,78.20999732496303,16.927371748433707,26.456623061522855,54.28526413095953,51.05743086790514,"Good flick shot. Hit quality provide controlled execution. Weak bat angle, face stability reduce shot effectiveness. Improving stance bend will add consistency."
cover,42.05026403057451,29.40025891601036,83.59544899426061,90.52074867432923,20.70699004086952,39.805418385317225,2.721972221549218,"Good cover shot. Face stability provide controlled execution. Weak bat angle, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
pull,98.83639238113635,85.55829142182735,8.856179142183763,77.04133299976264,38.19387149392558,63.279313595403316,59.24428296237674,"Good pull shot. Confidence, front foot stance score provide controlled execution. Weak stance bend reduce shot effectiveness. Improving hit quality will add consistency."
cover,31.82614068829309,32.85277630894711,71.30468874852437,8.727882486145466,83.31978325882423,78.25419993099608,16.71303280100396,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness."
cut,11.779535441307964,14.583763040581953,46.13447562226928,44.25345238445946,95.28481525084848,83.78139342356666,19.72914651277514,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving face stability will add consistency."
cut,92.15981908400802,85.39861590306718,64.29326089411587,28.47554025962442,35.25501867485554,38.17958689763553,32.552757161367495,"Excellent cut shot. Confidence, bat angle, hit quality provide controlled execution. Improving stance bend will add consistency."
cut,22.405961695114474,42.3155528646708,28.291697351963986,35.45863123724745,5.747939107219436,63.57580784013987,34.59705476599204,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
sweep,22.940378502910374,81.34833261494843,52.08918767208548,40.74817989342756,59.1382469520776,7.754844729078247,93.66516591967365,"Good sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving face stability will add consistency."
flick,83.62001859583214,65.30386443342759,3.7022438146512404,11.15720558635248,40.08777819073094,28.320972576913995,33.507649117214825,"Poor flick shot. Weak hit quality, face stability reduce shot effectiveness. Improving stance bend will add consistency."
cover,66.10928925869352,3.3664205926509427,69.58617320110484,2.6880235048186374,86.891495510046,95.68380413364999,21.281152863635576,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness."
cut,31.239451263438067,34.10336682927822,48.47331171651137,99.3345241922097,41.474866843531466,66.38436517895843,83.46147959349364,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
flick,73.51175071963821,68.3632961856577,41.67894211155334,97.84386360030086,25.669181859196698,3.4826260122901243,55.24196305973853,"Good flick shot. Bat angle, face stability provide controlled execution. Weak hit quality reduce shot effectiveness. Improving stance bend will add consistency."
cover,11.677717272896427,46.049956990513884,7.861757831323568,52.59572471322747,41.96639868001875,61.03289859058377,64.07361083871037,Poor cover shot. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency.
pull,57.601797595547545,96.98866240983975,45.38593135887942,81.41379286776933,2.1856897051119484,43.95383913415951,53.29505055216155,"Poor pull shot. Weak stance bend, front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
cover,80.17919754093955,31.503982214528946,52.89854481648838,11.790257047719221,6.975497357369864,77.5444854528694,19.48311105759447,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
sweep,14.462264445821493,65.21319634505568,22.870028899348917,94.52132721863963,52.90115287440399,75.16089596235854,41.341247215936015,Poor sweep shot. Weak hit quality reduce shot effectiveness. Improving confidence will add consistency.
pull,96.03961918960651,72.02936065898156,24.274021378552312,37.7917080049046,57.0804250690504,91.21366946096694,84.89848141485852,"Excellent pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving hit quality will add consistency."
pull,44.186959290309325,41.59561071317227,92.705223846772,69.16662739826481,64.04284135043923,85.14297753240139,10.940870993063633,"Good pull shot. Stance bend, front foot stance score provide controlled execution. Weak confidence reduce shot effectiveness. Improving bat angle will add consistency."
cover,9.807638193833512,39.34733338422801,67.11836323318295,81.70917594509717,57.78314635699275,83.11173176962065,20.25200636341141,"Good cover shot. Face stability provide controlled execution. Weak bat angle, shot accuracy reduce shot effectiveness."
flick,82.60321217932133,81.81777697194703,91.9109905702164,88.61325552493143,88.41975653672208,66.3583396047222,62.88180519324883,"Excellent flick shot. Bat angle, hit quality, face stability provide controlled execution."
cover,26.72884116448737,3.3041791460832304,17.43480457843811,97.69339252975495,97.93386957775543,33.528389525822945,28.94228315511036,"Good cover shot. Face stability provide controlled execution. Weak bat angle, shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,34.15052111173965,17.72028792879339,40.62178228926368,94.80197025931358,2.845781968431671,70.38928601026457,75.70046428812581,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
sweep,5.053730105214427,98.00423891916324,30.731200978764093,31.074215184826514,9.024217372182818,7.6812360703098825,85.65988445203556,"Good sweep shot. Bat angle provide controlled execution. Weak hit quality, stance bend reduce shot effectiveness. Improving face stability will add consistency."
flick,26.23093705343965,37.010297420208516,62.24860955911811,85.99249311159085,15.799481427696026,18.132434825668486,24.37345083203747,"Good flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency."
sweep,68.7053326513482,45.89600438744312,16.706349778505704,86.90318340805526,51.65326997616092,11.734543377461993,42.81864066774577,"Poor sweep shot. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,16.306695809549055,93.78252193122998,50.06802997655847,85.73647098623842,46.174293061282825,37.99333375089455,15.588930624588905,"Excellent cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
cover,64.7215352659492,91.53313769423941,36.10710566933217,57.87026698828488,88.1909900708613,61.49777835259618,49.318014047827,"Good cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving hit quality will add consistency."
cover,28.08629000885373,99.52657639691454,64.01743961373995,69.20325415907973,21.998536835804572,13.855329010869955,81.30957068304006,"Excellent cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving stance bend will add consistency."
cut,14.44137274604429,87.86446732407325,47.29091790747182,8.791056894571103,4.8606263995827685,27.073469944494676,47.91047141180913,"Good cut shot. Bat angle provide controlled execution. Weak confidence, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
sweep,86.14601398041424,34.82533636502383,61.308500708008395,24.583158675694406,75.01981903382692,51.99864527005998,40.443639534728504,"Good sweep shot. Hit quality, stance bend provide controlled execution. Weak bat angle reduce shot effectiveness. Improving face stability will add consistency."
pull,75.26075744164854,77.00698289878156,1.896967471554889,4.227889967210463,95.27107678867175,96.05955373281071,37.402631674193856,"Excellent pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving hit quality will add consistency."
pull,94.63402409928,29.761075806513272,92.93105594394518,90.20860441949023,8.698012875878957,74.98768908552093,21.49160988755787,"Excellent pull shot. Confidence, front foot stance score provide controlled execution. Weak stance bend reduce shot effectiveness. Improving bat angle will add consistency."
cut,1.8794670268490132,71.09507291872035,36.563439778612874,99.45062914855633,76.77682545054407,5.977375223163661,66.43877251692295,"Good cut shot. Bat angle provide controlled execution. Weak confidence, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,71.0134426797471,80.62366211894611,36.082676693356674,51.77637363425202,8.211112158381084,58.60493244977031,58.936585046425726,"Good pull shot. Confidence, front foot stance score provide controlled execution. Weak stance bend reduce shot effectiveness. Improving hit quality will add consistency."
sweep,89.12170826621136,19.171936736523556,47.890656976631305,52.24001464441247,86.45743150661704,37.049664945176545,74.31717692930806,"Good sweep shot. Stance bend provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,88.43024143547753,67.85083895534207,34.86805700495604,10.577897893034017,72.6146337672436,24.84247588109243,37.800468743900986,"Poor flick shot. Weak hit quality, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,12.376538384574133,73.94009036566031,39.14869905452626,44.521093975503646,56.491035207115935,47.11290854695229,20.85231434948994,"Good flick shot. Bat angle provide controlled execution. Weak hit quality, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,45.766784094802425,15.850303066286632,57.274019550937105,86.99981847536888,78.3581464830773,96.04962639873258,6.761337568302794,"Good flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness. Improving confidence will add consistency."
cut,76.9838510032258,69.8983051537534,89.00311938132575,82.35497735070068,47.897294624087024,49.10354150952201,85.16347082368435,"Excellent cut shot. Confidence, bat angle, hit quality provide controlled execution. Improving stance bend will add consistency."
flick,69.404490439772,50.39674138555241,99.23248712094053,85.25395575887568,93.28142693996837,12.26020545512415,57.69047329090324,"Excellent flick shot. Bat angle, hit quality, face stability provide controlled execution. Improving front foot stance score will add consistency."
flick,27.753292406612328,53.165940605654605,7.959470013435254,71.10553335983867,35.34076520659144,79.07621301098378,70.21427787607547,"Good flick shot. Bat angle, face stability provide controlled execution. Weak hit quality reduce shot effectiveness. Improving stance bend will add consistency."
flick,92.35873035278226,50.638153365895754,25.23538561288937,13.067292125310292,3.599869190439564,91.58564080822232,37.658278104590856,"Poor flick shot. Weak hit quality, face stability reduce shot effectiveness. Improving stance bend will add consistency."
cover,40.05864332919297,12.907548595258667,90.06180539303355,15.09517503962451,42.848817393494464,13.09911072514388,29.698543862781623,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
flick,29.045509780416403,83.48765459370861,28.234132823227164,32.79265543070172,85.66815202485567,87.42116209311554,81.33624898988492,"Good flick shot. Bat angle provide controlled execution. Weak hit quality, face stability reduce shot effectiveness. Improving confidence will add consistency."
cut,43.939568726402676,25.734088112550026,2.7856601103645184,80.59422131539098,93.73731070575712,48.483370709692444,54.276394288454114,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,3.2841292370159314,8.951573318392914,12.72227084677554,57.010945505111884,60.57271523060762,60.88009848618626,87.16780777218597,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness."
flick,81.00922598080604,71.50959933342008,47.697126567637746,66.78485470372209,95.80345094066709,99.77581782769397,83.44327623601356,"Good flick shot. Bat angle, face stability provide controlled execution. Weak hit quality reduce shot effectiveness."
flick,89.84184437007211,61.96425559010612,81.69872723804794,56.53399651099761,50.68209604608458,56.23968726872033,62.89351364790444,"Good flick shot. Bat angle, hit quality, face stability provide controlled execution."
cut,81.28273897795387,17.86894331625656,4.725735600142711,81.02895947523734,65.3645092991791,15.270683979894429,39.34993938030558,"Good cut shot. Confidence provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,50.83085135555792,14.347624530547808,42.85246747236523,32.662249527789285,71.3987761487118,94.44785526651253,78.2401336357639,"Good cover shot. Shot accuracy provide controlled execution. Weak bat angle, face stability reduce shot effectiveness. Improving hit quality will add consistency."
